,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
916,Lyka,2.381664862640783,0.2003311765594074,5.125300531116788,343.3932588770076,359.9011297372161,1.904543138537756,2.858786586743811,3.67560790122501,36494,0,2694,11.6,N,N,34.878,,0.056,7.92,,,,,,,,0.895812,MBA,0.2681532714735608,1342.515785922436,74.6435287326252
917,Itha,2.863155984714471,0.1898514915488373,12.06996437054381,330.4613853722788,15.66543749903217,2.319581550479449,3.406730418949493,4.84479846408541,36421,0,2335,10.6,N,N,21.561,,0.224,3.47393,,,,,,,,1.31327,MBA,0.2034400998666969,1769.562639007197,191.9996325634659
918,Ilsebill,2.772061095781688,0.08325520349119853,8.165973206076456,229.83341784841,155.870507754837,2.541272585162349,3.002849606401027,4.61543244839097,36889,0,2860,11.4,N,N,33.500,,0.047,5.0325,,,,,C,,,1.54786,MBA,0.2135501482014249,1685.786701774801,289.5658230579902
919,Rogeria,2.621340567345115,0.1058006571291361,11.5820074855132,192.8242062304075,268.6055958218674,2.34400101276074,2.898680121929491,4.24417590225462,36412,0,2467,11.19,N,N,26.656,,0.076,12.244,,0.8,0.3,,,DTU,,1.39502,MBA,0.2322303095034222,1550.1852482985,69.71686805728548
920,Jovita,3.169376528180701,0.184316917828971,16.33629476552213,204.9085642739625,70.87175659318484,2.585206815066949,3.753546241294453,5.64246609605332,36408,0,2272,10,N,N,55.312,,0.048,15.64,,,,,,,,1.62511,MBA,0.1746800541800264,2060.910741583476,261.3197077234512
921,Schlutia,2.687402675922163,0.194229470586276,7.302657570498155,205.1842524936887,126.7314663562084,2.16542987692566,3.209375474918666,4.40562289254933,41114,0,2260,12,N,N,18.579,,0.107,7.85683,,,,,,,,1.1641,MBA,0.2237200748694176,1609.153761503643,224.6652697968788
922,Herluga,2.614646624575822,0.196133347739772,14.47355693594478,197.6151582250399,201.105866233784,2.101827228941271,3.127466020210373,4.22792918147426,36382,0,2233,11.5,N,N,34.553,,0.037,19.746,,,,,,,,1.1133,MBA,0.2331227040619146,1544.251133533473,175.3100983190279
923,Toni,2.941436739852997,0.1535097436614961,8.981544386784293,150.2235195410671,219.611202799573,2.489897539921657,3.392975939784337,5.0448408636073,41557,0,2905,9.37,N,N,85.49,,0.0432,19.437,,0.72,0.34,,X,CX,,1.49522,MBA,0.1953731168167684,1842.628125432567,278.0255753400423
924,Alphonsina,2.702292159232219,0.07914727792275468,21.08433162771905,299.5390701319625,202.0828641376336,2.488413090676985,2.916171227787452,4.44228741567118,42973,0,2323,8.33,N,N,57.505,,0.248,7.88,,0.85,0.454,,S,S,,1.51095,MBA,0.2218735959970838,1622.545478573898,112.5798825903619
925,Imhilde,2.98353156214301,0.1826242691153312,16.33012497550467,49.00984782758948,174.0936659373982,2.43866629122412,3.528396833061899,5.15352226908736,36346,0,2118,10.5,N,N,48.48,,0.057,26.8,,,,,,,,1.43027,MBA,0.1912529396214487,1882.324008784159,20.37778092548493
926,Ratisbona,3.223558515914966,0.08622027835224205,14.58220630207841,7.780245273874566,170.4312358577336,2.945622403388037,3.501494628441894,5.78777366709144,36368,0,2418,9.54,N,N,75.892,,0.046,12.986,,0.722,0.401,,,CB:,,1.94997,OMB,0.1702945450288951,2113.984331905148,20.82237254286123
927,Hildrun,3.135710057417178,0.148656319055141,17.65090801965152,129.836317632949,21.91836011184522,2.669566942657355,3.601853172177,5.55280024663427,36410,0,2198,9.9,N,N,62.817,,0.053,14.13,,,,,,,,1.68964,MBA,0.1775007635048597,2028.160290083168,298.2269572758255
928,Algunde,2.238859314431334,0.1131580983691974,3.913295029118534,231.3870439920841,22.87969204741004,1.985514251894119,2.492204376968548,3.35002778124302,36394,0,2876,11.6,N,N,11.443,,0.272,3.31016,,,,,S,,,0.971351,MBA,0.2942143611125043,1223.597647099014,131.7022356753521
929,Westphalia,2.431442160653691,0.1436223213611345,15.33324425289261,340.9764296550272,330.0902704429341,2.082232793285276,2.780651528022107,3.7914393813927,36370,0,2435,11.2,N,N,34.922,,0.032,100.66,,,,,Ch,,,1.0807,MBA,0.2599609763523398,1384.823234053682,288.3022251596655
930,Whittemora,3.168848806826252,0.2323071527122906,11.48357050134058,110.9992037737454,315.4294417125392,2.432702563136706,3.904995050515798,5.64105689496693,42195,0,2282,9.26,N,N,45.298,,0.17,19.199,,0.7,0.218,,,M,,1.46205,MBA,0.1747236912726323,2060.396030886672,270.6810786765803
931,Hooveria,2.420243864852508,0.0903189540892358,8.113071493068697,14.97302946508738,49.78288611785375,2.20164997033814,2.638837759366877,3.76527667627958,36381,0,2412,10,N,N,58.978,,0.051,78.44,,0.673,0.328,,,CB,,1.22303,MBA,0.2617672931120275,1375.267306011115,226.8989644914955
932,Susi,2.368891181123044,0.1658263734959078,5.539551296485784,141.4371130086682,13.29735842667846,1.976066547350972,2.761715814895116,3.64607727617144,33860,0,2454,12.4,N,N,21.82,,0.0707,4.6222,,,,,,,,0.987226,MBA,0.2703251216887295,1331.729725121619,98.99479478516017
933,Thuringia,2.747694487248469,0.2181096285841538,14.07049434078226,325.4878402147287,64.2519034367459,2.148395863171978,3.346993111324959,4.55471141966875,36042,0,2094,10,N,N,53.714,,0.047,8.166,,,,,Ch,,,1.19208,MBA,0.2163970870056215,1663.608346034011,187.316685382407
934,Clivia,2.219107815934467,0.1457503696812011,4.0219713871205,346.4003798366479,58.4472500428752,1.895672031399576,2.542543600469358,3.30579415038454,36214,0,2244,12.8,N,N,6.411,,0.357,3.6222,,,,,,,,0.90762,MBA,0.2981511366195941,1207.441313427954,256.6840873345192
935,Kunigunde,3.133714860771994,0.1772402228215,2.368347837136397,62.19428510355868,253.7326167718151,2.57829454058972,3.689135180954268,5.54750136741601,36140,0,3166,10.4,N,N,43.227,,0.065,9.365,,,,,,,,1.56515,MBA,0.1776703092236738,2026.224874448699,297.511366833175
936,Bethgea,2.231188433102583,0.2175299521720037,3.696994876122826,243.5721973279188,72.49666808797626,1.74583811996305,2.716538746242116,3.33282551142203,37633,0,2868,11.83,N,N,11.383,,0.254,7.539,,0.936,0.526,,,S,,0.735851,MBA,0.295732938910149,1217.314518046896,231.6757980376763
937,Chlosinde,3.147994014779489,0.1955018377463643,2.66973523065691,119.0658752169763,225.9553325128154,2.532555399675543,3.763432629883435,5.58546132778145,36038,0,2495,11.3,N,N,33.466,,0.046,19.204,,,,,,,,1.52518,MBA,0.1764628247384265,2040.089749972174,195.1677669357414
938,Isberga,2.247053632329147,0.1766714932050588,2.583676864095616,327.0541767420636,6.271685609695836,1.850063311793705,2.644043952864588,3.36843646055578,36014,0,3294,12.14,N,N,10.390,,0.228,2.9173,,0.93,0.54,,,S,,0.838899,MBA,0.2926064644262082,1230.321417217997,121.4422398176844
939,Kordula,3.365011112230046,0.1697187475262315,6.242989729651492,66.31811420853053,283.4176891329942,2.793905640850511,3.936116583609581,6.17288173312411,36180,0,2628,9.55,N,N,79.852,,0.041,15.57,,0.58,0.363,,,FC:,,1.79587,OMB,0.1596703656379187,2254.645053023582,337.5673557298875
940,Murray,2.783637600481478,0.1962860159063191,6.625437627760268,52.31762213827017,335.0194196793561,2.237248466155943,3.330026734807014,4.64437462435134,36179,0,2310,11.55,N,N,18.217,,0.128,,,0.703,0.31,,X,CX,,1.24363,MBA,0.2122193757152428,1696.357831544326,74.42997941519154
941,Romilda,3.158899183007275,0.170562947048381,10.57345526913066,71.34494757468904,319.7856584335502,2.620108028924832,3.697690337089719,5.61450988169037,36006,0,2225,11,N,N,36.772,,0.056,6.965,,,,,,,,1.63669,MBA,0.1755498350055111,2050.699734287409,187.6391569354495
942,Begonia,3.115386816441531,0.2132826215266542,12.10849545353874,113.7712210312053,4.228851118927455,2.450928949161304,3.779844683721758,5.4989043931734,36170,0,2408,9.77,N,N,70.572,,0.044,15.66,,0.783,,,,ST,,1.46764,MBA,0.1792404837209315,2008.474829606586,238.7878359022866
943,Hidalgo,5.740957654526026,0.6607812761847529,42.52070388212712,21.41995633041348,56.65085536069964,1.947440329045693,9.53447498000636,13.7557640400508,35986,0,1287,10.77,N,N,38.,,0.06,10.063,,0.743,0.26,,,D,,1.1504,CEN,0.07165187484299979,5024.292815628552,13.07782368386697
944,Barcelona,2.63565545930206,0.1631203217331616,32.88942721025627,318.2862588548544,161.9735263127565,2.205726492802945,3.065584425801176,4.27898888446633,34967,0,1889,10.13,N,N,25.618,,0.239,7.36,,0.809,0.389,,Sq,S,,1.23024,MBA,0.2303409309955433,1562.900690051328,345.8237038821589
945,Poesia,3.118103511748949,0.1434363888290871,1.431345030148701,69.66457590825361,38.03511825681535,2.670854004028385,3.565353019469513,5.50609873448497,35967,0,2903,10.42,N,N,36.210,,0.097,108.5,,0.667,0.336,,,FU,,1.68804,MBA,0.1790062857381272,2011.102562770634,318.4360097552585
946,Monterosa,2.755040552205846,0.2469556038338369,6.69693403106503,48.30131242159457,339.0039960391659,2.074667849049143,3.435413255362548,4.57298941223523,41221,0,2807,9.9,N,N,26.060,,0.34,5.164,,,,,,,,1.08058,MBA,0.2155321594951589,1670.284382818917,276.0011852589523
947,Jucunda,3.030708350401568,0.1637796247719736,8.655693725548915,357.1066828285504,163.3977941792631,2.534340073979513,3.527076626823624,5.27623852474758,36036,0,3346,11.4,N,N,17.331,,0.13,26.24,,,,,,,,1.54445,MBA,0.1868047243779051,1927.146121164054,203.0195058455388
948,Hel,3.004002711482062,0.1924869502002003,10.69987720673292,321.1670197077585,249.4546284029516,2.425771391155747,3.582234031808376,5.20665357428233,33121,0,2365,9.8,N,N,63.494,,0.058,8.215,,,,,,,,1.44689,MBA,0.1893012986759758,1901.730218006621,282.5980929250626
949,Ahrensa,2.372053323891389,0.1579852441311297,23.47359963083595,181.7993563828385,348.2656913033701,1.99730390042435,2.746802747358427,3.65338022681333,41870,0,2973,11.2,N,N,13.704,,0.231,202,,,,,Sa,,,1.00525,MBA,0.2697847533453342,1334.39712784357,322.7168139129934
950,Gaspra,2.20973853152506,0.1736807246012547,4.107051437330751,253.0550485564201,129.9914720894272,1.825949542190475,2.593527520859645,3.28488019816237,38474,0,2958,11.46,N,N,12.2,18.2x10.5x8.9,0.246,7.042,,0.87,0.554,,S,S,,0.83209,MBA,0.3000493850335656,1199.802492378806,52.82431593381299
951,Caia,2.991313764634018,0.2435178693268789,9.990875569697655,18.42414610732879,356.431952796375,2.262875410182177,3.719752119085859,5.17369897635653,37625,0,2652,9.3,N,N,88.692,,0.047,7.51,,,,,,,,1.26343,MBA,0.1905070797260923,1889.693551114224,311.8742229553911
952,Painleva,2.787354541210998,0.1907715736818332,8.664186955068669,36.43257942366152,259.6665244917674,2.255606528974972,3.319102553447025,4.65368005258875,33588,0,2789,10.1,N,N,24.062,,0.177,7.389,,,,,,,,1.25907,MBA,0.2117950250617835,1699.756639208041,318.992009559831
953,Li,3.128905072110384,0.1732127248914744,1.169560327210819,163.2423870471129,151.3580181939354,2.58693889864339,3.670871245577379,5.53473437868578,41469,0,3026,9.94,N,N,58.771,,0.06,7.207,,0.625,0.31,,,FCX,,1.57237,MBA,0.1780801418697157,2021.561731814982,212.5264391841127
954,Alstede,2.596688847093637,0.2874935704916223,10.68615081646968,351.4621353256369,282.5413201296118,1.850157498986913,3.343220195200361,4.18444699742083,35880,0,2459,10.8,N,N,17.33,,0.2135,5.19,,,,,,,,0.869352,MBA,0.2355451709568952,1528.369265807959,169.7649681202529
955,Elisa,2.297892372020028,0.204486721316027,5.963216913290121,192.6475375204761,125.2914306708959,1.828003894928544,2.767780849111511,3.48339502688664,35877,0,2698,12.1,N,N,10.474,,0.147,16.492,,,,,,,,0.822181,MBA,0.2829499025404772,1272.310033570344,23.1171958580538
956,Camelia,2.920786114314287,0.08132096142760512,14.79257422156194,232.874234671279,223.2783200375768,2.683264979373851,3.158307249254724,4.99180756840231,35773,0,2566,9.9,N,N,91.548,,0.025,150,,,,,,,,1.71718,MBA,0.197448773788173,1823.257714358942,121.6175933846395
957,Asplinda,3.983531357002365,0.1852548531914086,5.629856681461758,343.1349422324595,92.96019413331469,3.24556284027752,4.721499873727211,7.95079511955102,35751,0,2464,10.71,N,N,45.117,,0.045,16.543,,0.834,,,,,,2.26749,OMB,0.1239657504120437,2904.02791741601,103.2405950133435
958,Arne,3.178397598368233,0.2210004114356469,4.497182193804789,58.52862247368742,333.6139020773755,2.475970421422781,3.880824775313684,5.66657365410159,37563,0,2623,10.7,N,N,45.176,,0.067,123.7,,,,,,,,1.48248,MBA,0.1739369050032799,2069.716027160605,17.33246990245967
959,Birgit,2.248206816399205,0.165094163259139,3.026175040765355,249.157104613559,87.98257459367842,1.877040993212286,2.619372639586125,3.37102980693111,35824,0,2523,12.4,N,N,7.506,,0.217,8.85,,,,,,,,0.869743,MBA,0.2923813611321472,1231.268636981587,6.756889707375784
960,Gunnie,2.693773618041669,0.09088421213123152,10.99243424153438,26.63039763736671,285.1463821620839,2.448952125106055,2.938595110977282,4.42129858404452,35814,0,2632,11.5,N,N,36.571,,0.036,,,,,,X,,,1.46316,MBA,0.2229268764892881,1614.87930782226,92.88132111630289
961,Aslog,2.9089981598962,0.09732905348025414,2.602635755450835,145.4816602841551,223.4738472688012,2.625868122417702,3.192128197374698,4.96161854392482,37450,0,2644,11.52,N,N,,,,5.465,,0.819,0.41,,,S,,1.62476,MBA,0.1986501530986077,1812.231173168541,267.2707712610275
962,Iduberga,2.247328596757782,0.1380094981743451,7.984227423196293,62.46956994632946,5.62360474099374,1.937175904886386,2.557481288629179,3.36905475590499,35799,0,2134,12.49,N,N,9.008,,0.22,3.0341,,0.9,0.505,,,S,,0.950979,MBA,0.2925527647302367,1230.547249594296,309.5280248519152
963,Subamara,3.048832691736364,0.1200798079470768,9.04948616107491,30.68631889103717,9.799299025922416,2.682729447649892,3.414935935822836,5.32363891667475,41469,0,2331,10.7,N,N,19.835,,0.236,6.868,,,,,,,,1.69044,MBA,0.1851414603421674,1944.459114315451,94.90718017970562
964,Angelica,3.153577779527892,0.2822581905010199,21.45742767839688,41.46121172000822,46.85293957837704,2.263454621874124,4.043700937181659,5.60032876133328,33480,0,2161,10.1,N,N,60.857,,0.029,26.752,,,,,Xc,,,1.32707,MBA,0.1759943612904801,2045.520080076981,92.35978590485654
965,Muschi,2.717450834222994,0.1312830478739326,14.41587598736609,72.41206383584782,177.8630494590936,2.360695606258639,3.07420606218735,4.47971871560668,35291,0,2460,9.91,N,N,25.509,,0.323,5.355,,0.867,0.441,,,S,,1.34632,MBA,0.220019681131715,1636.217260875338,76.08733267245151
966,Helionape,2.225150255204114,0.1685357128687487,5.413201069530699,82.35234546088942,231.9739958612401,1.85013297070321,2.600167539705017,3.31930542618336,34553,0,2970,11.8,N,N,10.216,,0.294,3.234,,,,,,,,0.841111,MBA,0.296937508550052,1212.376306913473,215.6729456894178
967,Petunia,2.866298643737787,0.1369006549245133,11.59775680350615,208.8536115458533,297.5611944349369,2.47390048220084,3.258696805274734,4.85277727849296,35800,0,2725,10.01,N,N,24.422,,0.233,61.28,,0.869,0.372,,,S,,1.50952,MBA,0.2031056087687679,1772.476900969552,294.532354530751
968,Leocadia,2.462058900212326,0.2061364568132262,2.292692339173365,287.7558378573755,91.40476688170484,1.954538802057088,2.969578998367563,3.8632771011053,35618,0,2245,12.57,N,N,17.321,,0.019,6.87,,0.621,0.227,,,FXU:,,0.957642,MBA,0.2551269964780844,1411.061961178711,97.3773757560126
969,Primula,2.559953152636534,0.2714973452424995,5.032458966883521,310.7756797484549,95.51629704533345,1.864932667750548,3.254973637522521,4.09596492418372,35766,0,2204,12.2,N,N,9.204,,0.229,2.777,,,,,S,,,0.882164,MBA,0.2406334774861339,1496.051188558102,281.2653733249892
970,Alsatia,2.640142123326611,0.1622613504467537,13.79237862977862,83.49482770491049,6.544922300650938,2.211749097024275,3.068535149628947,4.28991968733489,40544,0,2336,10.05,N,N,60.867,,0.046,9.614,,0.669,0.298,,C,,,1.22869,MBA,0.2297540176049019,1566.89316579907,223.9691191305638
971,Cohnia,3.056258730036441,0.2351210569262327,8.372067456979845,281.5210661942889,93.66373167112516,2.337667947190247,3.774849512882635,5.34310092739194,41382,0,2614,9.6,N,N,77.827,,0.049,18.472,,,,,,,,1.35654,MBA,0.1844670906953385,1951.567613729906,118.7883787812883
972,Aralia,3.212499557950304,0.1120171925659362,15.82610492254781,348.4511945027596,87.9985165961921,2.8526443763494,3.572354739551208,5.75801533442257,35655,0,2245,10.1,N,N,51.609,,0.098,7.3662,,,,,Xk,,,1.92359,OMB,0.1711746541339139,2103.115100897844,355.0255741739561
973,Lioba,2.532708751196521,0.111556491655719,5.457184237491552,86.67569365737896,302.1004800540958,2.2501686485273,2.815248853865743,4.03075200537058,41319,0,2462,10.3,N,N,25.001,,0.214,38.7,,0.912,0.468,,,S,,1.26049,MBA,0.2445266496312118,1472.232169961605,150.286609803019
974,Perseverantia,2.833158397285244,0.03282119147139203,2.555638533892809,38.68301422215997,59.29402645781846,2.740170763059163,2.926146031511325,4.76885904606087,35647,0,3161,10.41,N,N,22.169,,0.246,7.267,,0.845,0.425,,,S,,1.75821,MBA,0.2066796845634795,1741.825766573733,209.104728927891
975,Benjamina,3.198773058063711,0.1015202250367984,7.714086655909618,243.760255354763,319.3225725177246,2.874032897367435,3.523513218759986,5.72115015827326,39935,0,2465,9.22,N,N,83.195,,0.052,9.701,,0.74,0.25,,,XD:,,1.8755,MBA,0.1722776462949953,2089.650095309307,335.1226162630809
976,Philippa,3.118272958122306,0.02633447197445216,15.17492411961322,75.74154800635353,72.9042818975998,3.036154886297942,3.20039102994667,5.50654756554537,38302,0,2321,9.67,N,N,65.471,,0.051,15.405,,0.712,0.37,,,C,,2.08595,MBA,0.178991695183866,2011.266498315447,283.5048171280323
977,Aidamina,3.201941277798706,0.2328038876555705,21.63486044224464,216.6376263992592,132.6508474253026,2.456516900282322,3.94736565531509,5.72965201880752,41182,0,2489,9.73,N,N,92.105,,0.027,10.099,,0.677,0.252,,,PF,,1.50223,OMB,0.1720220146236192,2092.755399869447,257.4716251356671
978,Ilsewa,3.158224061957733,0.1376262599889727,10.11164837700087,230.6238000244508,115.3592118582545,2.723569496103309,3.592878627812158,5.61271007530918,35551,0,2525,9.7,N,N,35.741,,0.166,42.61,,,,,,,,1.73605,MBA,0.1756061279030635,2050.042355006677,53.30810583432756
979,Anacostia,2.738805012981089,0.2031244161441531,15.90841394426539,285.8104488510172,69.98025915530695,2.182486843786626,3.295123182175552,4.53262587241257,32898,0,1899,7.85,N,N,74.679,,0.229,20.117,,0.915,0.532,,L,SU,0.06,1.23211,MBA,0.2174514974568019,1655.541599898691,175.0299334933039
980,Martina,3.094191699992924,0.2035962963297728,2.065411464687717,46.08257549895222,298.2909876780162,2.464225729740041,3.724157670245806,5.44288335909883,41266,0,2946,10.57,N,N,32.545,,0.106,11.267,,0.62,0.33,,,CFU:,,1.45671,MBA,0.1810853215731497,1988.013146910847,236.7918765082948
981,Franklina,3.067632688605643,0.2349721736770347,13.65055113312144,299.1676421389669,350.9758043563298,2.346824367721249,3.788441009490037,5.37295542614213,33291,0,2386,9.9,N,N,33.227,,0.184,16,,,,,,,,1.33096,MBA,0.1834421105695365,1962.471969398414,321.9172493579297
982,Gunila,3.15990510075652,0.0922062414729202,14.86926389503641,250.6939855000715,348.2682412046292,2.868542128004652,3.451268073508388,5.6171919163522,35521,0,3026,9.58,N,N,73.87,,0.0477,8.37,,0.744,0.267,,,XD,,1.85704,MBA,0.1754660154121316,2051.679347447641,139.3898931660712
983,Gretia,2.80225467302452,0.1973146065034024,9.093914865301713,314.2050533193213,55.37158021695292,2.249328894894366,3.355180451154674,4.69104506822946,35321,0,2349,9.03,N,N,32.449,,0.421,5.778,,,,,Sr,,,1.26151,MBA,0.2101080396866793,1713.40421117081,191.4954578425566
984,Rosina,2.299979313689437,0.2774623358709072,4.056564699324706,290.3070484112118,59.55360499146945,1.661821680858399,2.938136946520474,3.48814152370283,35366,0,2445,12.7,N,N,,,,3.0126,,,,,S,,,0.659274,MCA,0.2825648777923632,1274.043691532457,262.5850859363285
