,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
187,Menippe,2.761107145727388,0.1790896514108202,11.70476641725669,240.8981545092019,70.14055434409305,2.266621429491145,3.255592861963631,4.58810229389531,40286,0,2140,9.22,N,N,35.752,,0.242,11.98,,0.891,0.386,,S,S,,1.28314,MBA,0.2148222119369439,1675.804362845262,201.4291303289176
188,Phthia,2.451427600047417,0.036370431961094,5.176071695831551,203.4149066269816,167.2212165797688,2.362268119312345,2.54058708078249,3.83828138159505,51034,0,2732,9.33,N,N,38.490,,0.17,22.346,,0.904,0.491,,Sa,S,,1.36098,MBA,0.2567884387251376,1401.932274627591,234.7349054494776
189,Ismene,3.985505451765916,0.1664225822980277,6.177402716532976,175.4560008045285,271.2188012109411,3.322227342720165,4.648783560811667,7.95670604354934,45646,0,2600,7.59,N,N,159,,0.066,6.52,,0.683,0.269,,X,P,,2.34662,OMB,0.1238736580153822,2906.186882406398,259.1652667149355
190,Kolga,2.893762679100764,0.09083407912458429,11.50794189487628,159.3000410996541,226.6029072122963,2.630910410939556,3.156614947261972,4.92269092514384,49162,0,2581,9.07,N,N,94.536,,0.046,17.604,,0.675,0.258,,Cb,XC:,,1.64621,MBA,0.2002210373056797,1798.012860408789,166.8527030171768
191,Nausikaa,2.403100506409545,0.2450421366520781,6.797988088773385,343.1085301479845,30.67497440880786,1.814239623729259,2.99196138908983,3.7253416223066,51351,0,2371,7.13,N,N,98.776,,0.327,13.625,,0.927,0.487,,Sl,S,0.03,0.817303,MBA,0.2645733957567335,1360.681027547487,358.1932503943473
192,Ambrosia,2.603086660916226,0.2965189542096476,11.98025954053587,349.6440181643193,82.11879216679056,1.831222126504263,3.374951195328189,4.19992120188605,38035,0,1912,9.68,N,N,26.302,,0.343,6.581,,0.811,0.306,,Sk,,,0.889542,MBA,0.2346773274996074,1534.021218988878,205.5823310166916
193,Prokne,2.615394837262503,0.2383234054176739,18.50864899231855,159.3029087660166,163.0771463938211,1.9920850331343,3.238704641390706,4.22974412074101,51340,0,2759,7.68,N,N,161.667,,0.057,15.679,,0.724,0.341,,C,C,,0.985887,MBA,0.2330226735311081,1544.914040100654,275.547407787116
194,Eurykleia,2.877853689026074,0.04362852592029116,6.969878982814349,6.986818121938007,118.599645376745,2.752297174759594,3.003410203292554,4.8821516793111,49499,0,2817,9.01,N,N,93.109,,0.051,16.521,,0.704,0.387,,Ch,C,,1.77542,MBA,0.2018835849660933,1783.205900868378,316.0449702718763
195,Philomela,3.113336496290089,0.0159065163775033,7.263022248485591,72.32192846863151,199.7515910260795,3.063814158323172,3.162858834257007,5.49347682032294,51225,0,3348,6.54,N,N,144.626,,0.342,8.334,,0.852,0.451,,S,S,,2.04839,MBA,0.1794175738980575,2006.492408622953,91.81942348930016
196,Arete,2.737722817951632,0.1644326617576796,8.795436827188073,81.60526725602989,246.2647209492534,2.287551767841109,3.187893868062154,4.52993964580116,51214,0,2980,9.18,N,N,31.729,,0.373,6.6084,,0.908,0.496,,S,S,,1.29195,MBA,0.2175804448699755,1654.560455628875,238.0929240694526
197,Ampella,2.459168420971284,0.2269015969979704,9.321124195781504,268.2600914822201,89.14961569839318,1.901179178965922,3.017157662976645,3.85647581530184,44362,0,2197,8.33,N,N,54.323,,0.268,10.379,,0.885,0.421,,S,S,,0.923875,MBA,0.2555769387835283,1408.577791538998,26.11133018723697
198,Byblis,3.165695986291986,0.1803174391603301,15.48102087754679,88.5814601137341,180.2850530005244,2.59486579288368,3.736526179700292,5.63264020334961,51075,0,2267,8.5,N,N,76.129,,0.107,5.2201,,,,,X,,,1.57836,MBA,0.174984775839477,2057.321834273443,261.3481711132679
199,Dynamene,2.740229642846437,0.1318925841479248,6.89269257011795,324.3129678363225,86.18938251565999,2.378813674092676,3.101645611600199,4.5361629006784,51229,0,2409,8.26,N,N,128.301,,0.053,37.394,,0.727,0.375,,Ch,C,,1.40089,MBA,0.2172819417971416,1656.833499472784,227.0076762851056
200,Penelope,2.679821434098326,0.1797542771882241,5.754212998233888,156.9458305712594,180.6083726404187,2.198112069218471,3.16153079897818,4.38699345933218,51213,0,2776,8.43,N,N,85.877,,0.04,3.7474,,0.72,0.233,,X,M,0.24,1.18797,MBA,0.2246701055071998,1602.349361021079,304.516865930138
201,Chryseis,3.06839154628859,0.1039443913772913,8.850960732304488,136.7304080748056,0.4322613548089351,2.749449454502397,3.387333638074784,5.37494925708549,51173,0,2428,7.42,N,N,86.15,,0.2562,23.67,,0.875,0.475,,,S,,1.76355,MBA,0.1833740629398988,1963.200216150474,195.2555159269805
202,Pompeja,2.736966152140444,0.05844041347391828,3.171971545113271,347.7296348071829,59.60862809603159,2.577016718545237,2.89691558573565,4.52806176379712,51170,0,2682,8.76,N,N,124.592,,0.036,24.052,,0.702,0.293,,,DCX:,,1.58749,MBA,0.2176706800352994,1653.874559226898,262.6979389719821
203,Kallisto,2.670565669628637,0.1743182805496242,8.287429103343339,205.1126446939055,55.19692773928014,2.205037254004117,3.136094085253156,4.36428491445543,51157,0,2822,8.89,N,N,48.566,,0.194,19.489,,0.813,0.415,,,S,,1.20236,MBA,0.2258391243209062,1594.055065004847,96.60230975477349
204,Martha,2.77770929432583,0.03616130841752786,10.69505559922454,211.7903009516301,176.7311551795446,2.67726369183948,2.87815489681218,4.62954585672967,51152,0,2625,9.23,N,N,76.983,,0.061,14.911,,0.688,0.35,,Ch,C,,1.68139,MBA,0.2128991296057293,1690.941624170511,51.89042874246338
205,Hersilia,2.741163845138173,0.03819100013408484,3.778692946074481,145.0497163010293,302.5465358833006,2.636476056360952,2.845851633915394,4.53848280931156,51152,0,2900,8.68,N,N,113,,0.057,11.122,,0.69,0.345,,C,C,,1.65529,MBA,0.2171708751094874,1657.680846101047,203.2882244477786
206,Hedda,2.283614902924909,0.0289485027527264,3.803286447308202,29.20564123539705,194.0498500787472,2.21750767062142,2.349722135228398,3.45098049853468,50015,0,2863,9.92,N,N,57.880,,0.058,30.098,,0.722,0.389,,Ch,C,,1.20835,MBA,0.285607607399133,1260.470627089791,319.426219935241
207,Lacrimosa,2.892140981036559,0.01227707445639486,1.745380802865123,4.240098330983245,107.9311410078329,2.856633950873983,2.927648011199136,4.91855340558884,43176,0,2861,8.96,N,N,40.056,,0.206,14.085,,0.841,0.407,,Sk,S,,1.87387,MBA,0.2003894645624079,1796.501631391325,50.48371495652894
208,Dido,3.14745633596233,0.05637637156101531,7.17014633116593,0.6687090435512038,249.2126289499298,2.970014168094046,3.324898503830614,5.58403038986386,51139,0,2568,8.24,N,N,179.008,,0.028,5.7366,,0.691,0.294,,Xc,C,,1.96638,MBA,0.1765080442894197,2039.567099897776,127.4628236386334
209,Isabella,2.72206261323374,0.1236348242003477,5.259841046540694,32.5810307669123,14.91173542605791,2.385520880584247,3.058604345883232,4.49112733170393,49237,0,2446,9.33,N,N,86.65,,0.0436,6.672,,0.667,0.248,,Cb,CF,,1.39508,MBA,0.2194607746722717,1640.384257904859,12.99477034341085
210,Isolda,3.040848688241124,0.160731280864137,3.886319972761601,263.6281576977068,173.3744783575827,2.552089183666097,3.52960819281615,5.30274102681336,50868,0,2351,7.89,N,N,141.125,,0.062,18.365,,0.711,0.364,,Ch,C,0.12,1.56738,MBA,0.1858710954172057,1936.826160043578,86.06494714443089
211,Medea,3.124040505953618,0.1023387039848897,4.264794540561917,313.0591552381389,102.9283403928553,2.804330249378026,3.44375076252921,5.52183196712129,51025,0,2672,8.28,N,N,136.12,,0.0465,10.283,,0.704,0.286,,,DCX:,,1.81975,MBA,0.1784962471216586,2016.849125991052,205.318525444636
212,Lilaea,2.752512724036741,0.1447960004356088,6.801178680065338,122.0349120904293,162.0887454370294,2.353959890448098,3.151065557625383,4.56669708410089,51003,0,2686,8.64,N,N,82.096,,0.092,12.042,,0.65,0.221,,B,F,,1.33801,MBA,0.2158291354158454,1667.986109967849,55.55121522332106
213,Aschera,2.610787657924717,0.03109384853101772,3.435962119385689,341.9802282975725,131.2326339603559,2.529608221942556,2.691967093906879,4.2185726114071,50835,0,2617,9.2,N,N,24.957,,1,6.835,,0.7,0.217,,Xc,E,0.51,1.54778,MBA,0.2336397578418835,1540.833646316442,40.97607424844092
214,Oenone,2.767310775330988,0.0343735251943794,1.681814691129244,24.93335533421108,315.6696530356799,2.672188548674471,2.862433001987505,4.60357373375631,41635,0,2985,9.4,N,N,35.210,,0.243,27.937,,0.845,0.451,,,S,,1.66245,MBA,0.2141002491478135,1681.455306254493,305.3335754696948
215,Kleopatra,2.793772620839401,0.2509091006741018,13.11298700551144,215.3550172546718,180.0566243009477,2.092789645056659,3.494755596622143,4.66976243925045,50790,0,3033,7.3,N,N,122,276x94x78,0.1164,5.385,,0.713,0.238,,Xe,M,0.29,1.09911,MBA,0.2110656154760971,1705.630730936226,70.69628101320468
216,Eudora,2.867110229276284,0.3100813589208635,10.51876840567692,162.5725411724089,155.280542349986,1.978072793206385,3.756147665346183,4.8548385026329,48792,0,2632,9.9,N,N,65.392,,0.049,25.272,,,,,,X,,0.96991,MBA,0.2030193759963442,1773.229763086665,192.2406914696192
217,Bianca,2.667498992904714,0.1176752396322112,15.19587099663226,170.5914296567219,62.84494035659702,2.35360040969597,2.981397576113458,4.35676964823582,46089,0,2555,8.6,N,N,60.62,,0.1746,6.337,,0.859,0.443,,,S,0.32,1.38756,MBA,0.2262286884427464,1591.310114018135,36.59383767955817
218,Thusnelda,2.353850192760853,0.2233197747409502,10.86276121567952,200.8149757748285,142.7519292377475,1.828188897939557,2.879511487582148,3.61140696521045,44068,0,3023,9.32,N,N,37.674,,0.189,59.74,,0.905,0.482,,,S,,0.833756,MBA,0.2729203030459685,1319.066394043116,150.9151534357249
219,Stephania,2.348694296617911,0.2570983124715164,7.594572884166627,257.8847203557686,78.59759286330232,1.744848956445971,2.952539636789851,3.59954777434352,32366,0,2485,11.2,N,N,31.738,,0.069,18.198,,,,,,XC,,0.753942,MBA,0.2738194754332201,1314.734824578969,43.30414891570762
220,Eos,3.010967444252915,0.1042781750066008,10.87905290836612,141.8202008739156,192.9950611982478,2.696989254161932,3.324945634343898,5.22477138154553,48869,0,2652,7.67,N,N,95.469,,0.166,10.443,,0.768,0.41,,K,S,0.13,1.68681,MBA,0.1886448633616578,1908.347747109504,255.914772641534
221,Lucia,3.14328079365,0.1312439023507534,2.149276361543024,80.13895549988487,181.2787805544809,2.7307443561072,3.555817231192799,5.57292207673877,44064,0,3362,9.13,N,N,55.350,,0.128,7.8371,,0.688,0.395,,,BU,,1.7149,MBA,0.1768598716787256,2035.509788528837,165.8668805031211
222,Rosa,3.101119682585177,0.1158117433243672,1.93133732299053,47.92366898956983,62.99797083098539,2.74197360588748,3.460265759282875,5.46117374204051,48897,0,2873,9.68,N,N,79.806,,0.02,20.283,,0.706,0.285,,,X,,1.75957,MBA,0.1804788365878445,1994.693709280296,129.1390277158649
223,Oceana,2.645053694955506,0.04378233740312505,5.841812595598518,352.7976298715331,284.8518845417982,2.529247061633581,2.76086032827743,4.30189634045488,43895,0,2445,8.59,N,N,58.236,,0.166,9.401,,0.748,0.201,,,M,,1.52034,MBA,0.2291143731425515,1571.267638351145,229.9955721723155
224,Henrietta,3.39351968907902,0.2641022835648324,20.86011693781724,197.1068603150533,103.8060352619059,2.497283389871031,4.289755988287009,6.25149318693547,45446,0,2855,8.72,N,N,95.934,,0.062,7.3556,,0.648,0.282,,,F,,1.58027,OMB,0.1576625381960495,2283.35788652818,317.4837437099624
225,Weringia,2.711776061896482,0.2038637970113612,15.96935572240533,134.9498655102245,154.1623307975955,2.158943097273749,3.264609026519214,4.46569374751496,49917,0,2493,9.9,N,N,31.494,,0.352,11.147,,,,,S,,,1.15262,MBA,0.2207106754501542,1631.094641279838,235.4244459882644
226,Philosophia,3.163841773171634,0.1909545719819372,9.152389941319075,326.2103707628635,267.267901037719,2.559691721557071,3.767991824786197,5.62769219858384,40817,0,2631,9.1,N,N,123.891,,0.065,26.468,,,,,,,,1.56978,MBA,0.1751386267386089,2055.514575532747,246.0902519276224
227,Agathe,2.201790673086857,0.2420271606510889,2.536220990945153,313.3113885747034,18.9890476966372,1.668897528131595,2.734683818042118,3.26717384561069,46399,0,2611,12.48,N,N,9.30,,0.2082,6.484,,0.918,0.596,,S,S,,0.657747,MBA,0.3016754938497387,1193.335247109306,301.072248578796
228,Adelinda,3.420658412407884,0.1391688110218102,2.078473015655284,28.04285351384099,310.8761016322525,2.944609448241326,3.896707376574442,6.32663476823725,49154,0,2997,9.13,N,N,105.912,,0.035,6.6,,0.708,0.253,,,BCU,,1.93541,OMB,0.1557899767370602,2310.803349098654,234.3112071791134
229,Athamantis,2.382303148758148,0.0615837213195746,9.450957448584,239.8533239899891,140.1272946946367,2.235592055546281,2.529014241970015,3.67708559444331,50089,0,2462,7.35,N,N,111.332,,0.164,24.0055,,0.871,0.44,,Sl,S,0.27,1.24762,MBA,0.268045509970451,1343.055513370419,23.21224666399165
230,Vindobona,2.923830006474017,0.1515777510887395,5.10063231988806,350.5093895022728,268.8582439969165,2.48064242952691,3.367017583421123,4.99961290643879,49224,0,2272,9.6,N,N,73.545,,0.068,14.245,,,,,,,,1.47183,MBA,0.197140519038626,1826.108614076768,209.4890505190899
231,Russia,2.551999872982357,0.1750869958406223,6.066085362367176,152.2127985091193,52.03958977231094,2.105177881836227,2.998821864128488,4.07689170057636,38753,0,2608,10.25,N,N,49.863,,0.033,21.905,,0.709,0.366,,,C,,1.10881,MBA,0.2417592508597215,1489.084693635515,95.51344037513527
232,Asterope,2.660010422614245,0.09895646795181968,7.690881492063939,221.9732556703956,126.0275731681929,2.396785186477312,2.923235658751178,4.33843614534817,44627,0,2574,8.21,N,N,99.672,,0.094,19.7,,0.775,0.321,,K,T,,1.39984,MBA,0.2271846929046958,1584.613802088419,4.895140952199499
233,Barbara,2.385936885234098,0.2454277876069205,15.37221649735775,144.5256935496054,192.1779531754461,1.800361674121346,2.971512096346849,3.68550181166928,49710,0,4397,9.02,N,N,45.476,,0.205,26.4744,,0.897,0.488,,Ld,S,,0.791683,MBA,0.2674334008592265,1346.129536712205,284.7271490019316
234,Carolina,2.881353702744659,0.06236385970693249,9.032127947472494,66.01172032698544,207.7939179721374,2.701661364660641,3.061046040828677,4.89106081477362,49568,0,2801,8.9,N,N,57.517,,0.177,17.61,,0.897,0.541,,,S,,1.68878,MBA,0.2015158512015305,1786.459962596063,21.06188544735744
235,Honoria,2.797464141520094,0.1908261969137335,7.694642610844821,185.8491804383471,174.6963967858692,2.263634698391273,3.331293584648916,4.67902100474,49319,0,2445,8.18,N,N,77.708,,0.156,12.336,,0.852,0.444,,L,S,-0.02,1.25993,MBA,0.2106479715241895,1709.012421981286,145.287126217528
236,Coelestina,2.763297120523354,0.07110741503641246,9.747882094622636,84.2454820179872,199.8595088104581,2.566806205305376,2.959788035741331,4.59356196276314,49433,0,3821,9.24,N,N,41.08,,0.2108,29.215,,0.787,0.413,,S,S,,1.552,MBA,0.2145668854273338,1677.798506899236,107.2641786461452
237,Hypatia,2.907010895881303,0.08958052419776574,12.41114398678524,183.8817889081205,210.7422919298759,2.646599335979639,3.167422455782967,4.95653516403058,46612,0,2721,8.18,N,N,155.659,,0.039,8.8749,,0.739,0.383,,Ch,C,,1.65788,MBA,0.198853886989487,1810.374468662171,8.932660902698954
238,Adrastea,2.96702867299059,0.2351677958133627,6.174215834885199,180.6244883473769,210.0301215905564,2.269279079848347,3.664778266132834,5.1108227253174,49207,0,2632,10.4,N,N,37.609,,0.095,18.4707,,,,,,,,1.27631,MBA,0.1928508062870341,1866.728000422179,66.61621210287038
239,Vanadis,2.663769293664838,0.2075705063322372,2.105525871734358,115.0690856435422,300.9987903810643,2.110849352626562,3.216689234703114,4.34763538473523,49370,0,2829,9,N,N,87.928,,0.057,10.64,,0.705,0.368,,C,C,,1.12324,MBA,0.226703988754011,1587.973824274544,286.0213028527566
240,Germania,3.049875429399583,0.1027611535245621,5.505041980179519,270.3456173063727,80.47660861475103,2.736466712168263,3.363284146630903,5.32637027354749,49283,0,2371,7.58,N,N,168.90,,0.0575,15.51,,0.689,0.289,,B,CP,,1.73651,MBA,0.1850465200030313,1945.45674241322,103.1874491420853
241,Kriemhild,2.860763957491745,0.1215433790469727,11.35194199209887,206.9097076565351,279.4380258583253,2.513057039442408,3.208470875541082,4.83872834301028,49234,0,2824,9.3,N,N,40.802,,0.222,4.5478,,,,,Xc,,,1.55855,MBA,0.2036953127966628,1767.345527284504,194.7691197665287
242,Ida,2.860693081552964,0.04299574571175961,1.13019421439832,323.6345265285216,114.1360468484058,2.737695449259123,2.983690713846805,4.83854852358368,49225,0,3783,9.94,N,N,32,59.8x25.4x18.6,0.262,4.634,0.00275,0.802,0.416,,S,S,,1.75309,MBA,0.2037028829128185,1767.279848238938,239.2873926995233
243,Sita,2.174350707654675,0.1369482686272913,2.845253875092414,208.9723076956201,166.4342679247921,1.876577142852841,2.472124272456508,3.20628847076834,49237,0,2574,11.9,N,N,11.077,,0.256,129.51,,,,,Sa,,,0.876976,MBA,0.3074041192342762,1171.096863948137,353.2937823147942
244,Vera,3.096343736458328,0.1964653645349323,5.178865262054786,61.0671281298167,331.5412507170183,2.488019435549588,3.704668037367068,5.44856270335291,49108,0,2427,7.82,N,N,75.949,,0.228,14.38,,0.841,0.476,,S,S,,1.49521,MBA,0.1808965661276185,1990.087527399652,299.1862768535802
245,Asporina,2.693791385863774,0.1098409067381729,15.62089760559172,162.2932693253463,96.1446579641259,2.397902897477018,2.989679874250531,4.42134232768488,49180,0,2761,8.62,N,N,50.891,,0.193,16.222,,0.99,0.602,,A,A,,1.44368,MBA,0.2229246709072746,1614.895285186904,35.83933307763182
246,Eukrate,2.740643845857035,0.2450096965677417,24.95242620832824,0.06058151629913187,55.38194333482359,2.069159528783354,3.412128162930716,4.53719144403502,49172,0,1783,8.04,N,N,130.935,,0.064,12.093,,0.691,0.295,,Xc,CP,,1.15489,MBA,0.2172326857980272,1657.20917493379,292.5149151950658
247,Lameia,2.471066720246011,0.06579214250334808,4.061011016336811,246.7911046419363,10.98410612829937,2.308489946452305,2.633643494039718,3.88449806915094,49089,0,3179,10.2,N,N,50.120,,0.062,11.912,,0.83,0.34,,,,,1.29322,MBA,0.2537332406456803,1418.812919757382,157.7807846613801
248,Ilse,2.376788296108131,0.2179493390833306,9.620348048088236,334.7128306870516,42.25115140335947,1.858768857830368,2.894807734385894,3.66432472171587,48817,0,2478,11.33,N,N,34.83,,0.0428,84.94,,0.75,0.33,,,,,0.87032,MBA,0.2689789683557369,1338.39460460672,132.9798181137263
249,Bettina,3.142700416933678,0.1350850880991753,12.82049339377988,23.82497546907964,76.08573724759309,2.718168454242877,3.56723237962448,5.571378667898,49000,0,2260,7.58,N,N,120.995,,0.112,5.0545,,0.728,0.262,,Xk,M,,1.77023,MBA,0.1769088662105638,2034.946058449745,234.1028121133261
250,Sophia,3.096720675933862,0.09826582127382322,10.5090750481479,156.1391379382267,285.9184864871081,2.792418875457592,3.401022476410132,5.4495576708274,48894,0,2781,9.9,N,N,27.495,,0.234,20.216,,,,,,,,1.83158,MBA,0.1808635384563075,1990.450939269707,120.7767176767915
251,Clementina,3.160391012816619,0.06625183968241316,10.03542838023118,201.9575033423868,158.6317089073263,2.951009294101753,3.369772731531486,5.61848763543389,48960,0,2834,9.7,N,N,65.344,,0.047,10.864,,,,,,,,1.95054,MBA,0.1754255499561033,2052.152608842228,303.4419072627606
252,Mathilde,2.648975057438561,0.2629101446723242,6.73863213011149,179.5550000223067,157.6800371294862,1.952532641854011,3.345417473023111,4.31146639891812,48911,0,3864,10.3,N,N,52.8,,0.0436,417.7,0.00689,,,,Cb,,,0.94468,MBA,0.2286058134686798,1574.763102204844,38.70174205299167
253,Augusta,2.194435761227358,0.1218092416478119,4.512752492994952,28.46450923197795,233.336419240066,1.927133205307415,2.461738317147301,3.25081691120605,48616,0,2901,12.13,N,N,12.467,,0.17,5.8949,,0.845,0.505,,,S,,0.9156,MBA,0.3031934157749564,1187.360876818011,283.8486085917121
254,Oppavia,2.745984110294807,0.0787479186932319,9.463291897354535,13.60861802997297,155.7228741131255,2.529743576844405,2.96222464374521,4.55045927607907,48790,0,2563,10.39,N,N,56.939,,0.038,19.499,,0.764,0.275,,,X,,1.53813,MBA,0.2165992976904139,1662.055250587882,117.9712009473179
255,Walpurga,3.000546577520183,0.06606621809183416,13.32499469566744,182.933472277756,47.09822523085209,2.802311812935028,3.198781342105338,5.19767070185012,48779,0,2514,9.9,N,N,66.634,,0.05,16.664,,,,,,,,1.81281,MBA,0.1896284585740919,1898.449223850756,181.3078925511064
256,Silesia,3.125705544627223,0.1106357286151868,3.615904953937903,34.23646077740134,29.98761880818589,2.77989083426086,3.471520254993585,5.52624706130875,48713,0,2804,9.47,N,N,72.66,,0.0545,15.7095,,0.761,0.384,,Ch,SCTU,,1.79359,MBA,0.1783536408041329,2018.461739143022,206.6620002052079
257,Tyche,2.615531508281396,0.2041193954326184,14.32229996115368,207.5643950708577,155.6140486711632,2.081650798076033,3.149412218486759,4.23007567163104,48752,0,2485,8.5,N,N,64.78,,0.1676,10.041,,0.876,0.459,,S,S,0.23,1.08817,MBA,0.2330044093484309,1545.035139063236,30.13502900838515
258,Aletheia,3.132889322623162,0.1288441566851987,10.81762957109123,86.85015173534727,168.1021101335472,2.729234839861718,3.536543805384607,5.54530938158521,44168,0,2439,7.76,N,N,174.318,,0.043,8.143,,0.698,0.311,,X,CP,,1.71496,MBA,0.1777405398949627,2025.424251623997,320.0009389567487
259,Huberta,3.45409176923294,0.1124433965398738,6.404563573701251,165.2819383707034,180.0688218736476,3.065701958739966,3.842481579725913,6.41961539718413,41227,0,3153,8.97,N,N,101.539,,0.044,8.29,,0.714,0.306,,,CX:,,2.05747,OMB,0.1535335409345373,2344.764523821505,265.7254880454958
260,Prymno,2.331833576551184,0.08887819254674036,3.635933841211387,96.62987051299532,65.79299121094486,2.124584422947513,2.539082730154854,3.56085696944515,37200,0,2487,9.44,N,N,50.011,,0.137,8.002,,0.7,0.299,,X,B,0.19,1.13623,MBA,0.2767946850505307,1300.60300808984,312.6986244828932
261,Valda,2.55260745639264,0.2131628117793489,7.684768124361151,38.48846411058902,25.43725424082115,2.008486473619053,3.096728439166227,4.07834773465658,47044,0,2364,11.67,N,N,14.645,,0.211,17.386,,0.85,0.557,,,S,,1.02409,MBA,0.2416729390169452,1489.616510083316,150.2366083045083
262,Dresda,2.886862054544482,0.07758783919681798,1.320413314811948,216.1692845952482,162.6949283367959,2.662876665673089,3.110847443415875,4.90509305027094,44446,0,3052,10.2,N,N,23.952,,0.198,16.809,,,,,S,,,1.66398,MBA,0.2009393651182853,1791.585236611461,19.26439603905594
263,Libussa,2.796852458191511,0.1370921324871384,10.42520403934171,49.59925572783184,340.5995304658775,2.413425990446142,3.18027892593688,4.67748644207579,46052,0,2078,8.42,N,N,62.969,,0.187,9.2276,,0.84,0.419,,S,S,,1.42165,MBA,0.2107170796908077,1708.451922968182,105.8196114368654
264,Anna,2.41979942774188,0.2673701988790088,25.6433246244884,335.5436726824436,251.6801191484909,1.772817173499222,3.066781681984537,3.76423957922229,43848,0,2009,11.9,N,N,22.767,,0.113,11.681,,,,,,,,0.913127,MBA,0.2618394134124674,1374.88850631094,346.5988157424281
265,Aline,2.807292038259464,0.1539211400456551,13.40304724654355,235.8611020737194,151.2784842428588,2.375190447289476,3.239393629229451,4.70369976589574,46958,0,2518,8.8,N,N,109.494,,0.059,13.018,,0.707,0.336,,Ch,C,,1.38951,MBA,0.2095427710998601,1718.026339493418,261.9509696351121
266,Tirza,2.775406807084786,0.09865221250104748,6.003219866118866,73.74745250960947,196.6117649587119,2.501606784975404,3.049206829194168,4.6237907938983,40901,0,2792,10.2,N,N,55.998,,0.051,7.648,,,,,D,DU,,1.48577,MBA,0.2131641173446297,1688.839587471355,180.7458415185704
267,Adorea,3.090744715286708,0.1373568303647205,2.440484849874896,120.8591544691274,68.79656522428465,2.666209817728416,3.515279612845001,5.433790689006,45249,0,2924,8.28,N,N,144.585,,0.041,7.8,,0.663,0.285,,,FC,,1.6684,MBA,0.1813883419105083,1984.692049159441,124.2581376261934
268,Justitia,2.616242978528039,0.2131728452825703,5.477275776975111,156.7340220984131,119.5091831461795,2.058531018844671,3.173954938211408,4.23180177068206,47378,0,2920,9.7,N,N,50.728,,0.061,33.128,,,,,Ld,,,1.04838,MBA,0.2329093697620669,1545.665596741621,92.61348695155606
269,Anahita,2.198150619122515,0.1504258370490766,2.368374202259922,254.3498623263642,80.68417857484128,1.867491972281065,2.528809265963965,3.25907513810534,44364,0,2633,8.75,N,N,51.400,,0.211,15.06,,0.866,0.53,,,S,,0.858449,MBA,0.3024251487311668,1190.377194192977,161.4457139457177
270,Penthesilea,3.004541172846403,0.1038127653321451,3.538835974453784,335.3489113526015,57.97084742783822,2.692631445138931,3.316450900553875,5.20805356007805,42188,0,2581,9.8,N,N,65.901,,0.045,18.787,,0.724,0.348,,,PC,,1.70003,MBA,0.1892504122697205,1902.241562818508,73.52625900889228
271,Antonia,2.780253758119189,0.026978636110646,4.434086209830448,37.38511334727258,67.7759912079374,2.705246303683636,2.855261212554743,4.63590851447729,36945,0,2661,10.6,N,N,26.870,,0.128,3.8548,,,,,X,,,1.72617,MBA,0.2126069313683789,1693.26558491283,157.028078083987
272,Atropos,2.394976889434805,0.160267933277296,20.44999239419456,158.9264640298584,120.9707780883859,2.011138893118201,2.778814885751408,3.70646746916229,40084,0,2634,10.26,N,N,29.768,,0.212,23.924,,0.76,0.374,,,SCTU,,1.06001,MBA,0.2659206620772851,1353.787243111528,33.93093861247308
273,Philagoria,3.045410485985242,0.1194619974345842,3.677540029840751,92.79481552992512,119.7223349528894,2.681599666321217,3.409221305649266,5.31467804073935,46246,0,2925,10,N,N,27.307,,0.237,17.938,,,,,,,,1.67805,MBA,0.1854536202969018,1941.186154380046,230.6895051764381
274,Sapientia,2.769711340479974,0.1639304494329323,4.76428249557321,134.0501451038623,39.70273685968059,2.315671315635603,3.223751365324346,4.60956524096201,46690,0,3005,8.85,N,N,103,,0.049,14.931,,0.723,0.324,,C,X,,1.32393,MBA,0.2138219619084634,1683.643704261375,155.0486090433064
275,Adelheid,3.116731057875566,0.06734979531374925,21.6131808539937,211.15757954,265.1803862881193,2.906819859079641,3.32664225667149,5.5024638159064,43826,0,2629,8.7,N,N,114.723,,0.051,6.315,,0.708,0.271,,,X,,2.01547,MBA,0.1791245369971048,2009.774908759812,23.9877003234442
276,Elvira,2.884835006391567,0.09193678028032648,1.162741107403628,231.2548864590591,137.1798590663884,2.619612564263951,3.150057448519183,4.89992769388855,43741,0,2661,9.84,N,N,30.422,,0.196,29.69,,0.806,0.436,,,S,,1.61784,MBA,0.2011511893526269,1789.698590192794,107.8626102090448
277,Paulina,2.756412754192231,0.1317907437509578,7.817387082257382,62.00057055926661,139.7129101977535,2.393143067232611,3.119682441151852,4.57640633822574,47103,0,2863,9.4,N,N,32.773,,0.247,6.497,,,,,S,,,1.39565,MBA,0.2153712346595694,1671.532415036951,260.0401578394311
278,Thule,4.283402227463066,0.04013377479546391,2.335777312180371,71.96662832800817,23.16865852676496,4.111493127107675,4.455311327818458,8.86526025405272,47074,0,2869,8.57,N,N,126.59,,0.0412,23.896,,0.746,0.232,,X,D,,3.12849,OMB,0.111178493932762,3238.036307792757,191.7157734461789
